AB	ABa	ABal	ABalx	ABar	ABarx	ABp	ABpl	ABplx	ABpr	ABprx	C	Cx1	Cx2	D	E	EMS	Ea	Ep	MS	MSx1	MSx2	P0	P1	P2	P3	P4
F53A3.7	3.68	2.776	14.062	0.739	7.396	12.54	5.674	6.236	1.23	6.882	45.585	1.64	5.002	0	0	12.036	16.934	0	0	24.758	0	0.432857142857143	25.424	0.272	11.658	0	3.15666666666667
F53A9.5	0	0	0	0	0	38.5808333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F53B1.2	62.62	65.564	14.76	95.901	99.106	72.3166666666667	111.55	61.588	38.8572727272727	72.494	32.0658333333333	21.478	26.858	32.9716666666667	64.8533333333333	72.51	92.48	17.1575	196.12	17.302	5.688	61.72	70.556	66.892	52.678	141.822	39.4866666666667
F53B1.8	19.914	14.208	2.386	0.336	0	3.86583333333333	18.28	3.142	0.390909090909091	0.028	7.29916666666667	0	0	0	0	0.098	0	0	5.49166666666667	0.042	0	0	7.364	5.658	3.566	0	0.11
F53B2.8	0	0	0	0	0	5.3225	0	0	25.75	0	0	0	0	0	0	0	0	0	0	0	0	0.0871428571428571	0	0	0	0	0.0883333333333333
F53B3.10	0	0	0	0	24.98	0	0	0	0	0	0.475833333333333	0	0	8.02833333333333	0	0	0	0	0	0	109.676	0	0	0	0	0	0
F53B3.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.526	0	0	0	0	0	0
F53B3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.582	0	0	0	0	0	0
F53B3.2	0	0	0	0	0	0	0	0	8.06	0	1.835	0	0.082	0	0	2.188	0	0	0	0	0	0.0342857142857143	0	0	0	0	0
F53B3.5	64.112	36.736	73.888	84.963	80.758	74.5283333333333	82.494	27.26	91.0536363636364	31.478	56.0308333333333	87.564	33.682	50.795	0.12	61.154	49.52	71.6575	372.275	172.788	33.742	85.4842857142857	25.024	44.506	49.216	21	10.235
F53B6.4	10.998	23.258	0	0	0	21.2933333333333	0	7.782	0	0	0	0	47.72	0.898333333333333	0	0	2.362	0	0.133333333333333	33.178	0	0	3.788	5.634	4.386	0.148	0
F53B6.7	0.76	3.688	0	0	0	1.87416666666667	0	3.164	0	0.084	0	0	0	0	0	19.786	0	0	0	5.85	0	0.21	1.994	1.108	0.13	0	0
F53B7.3	115.324	163.206	187.342	160.374	206.34	195.311666666667	142.624	179.862	172.210909090909	226.102	186.659166666667	220.552	95.956	149.365	151.541666666667	151.05	102.398	73.82	184.39	265.8	68.212	198.132857142857	139.978	96.55	168.072	160.508	155.44
F53C11.3	90.532	88.188	62.362	81.49	151.994	198.231666666667	134.068	81.53	85.2263636363636	102.384	145.381666666667	99.354	159.658	512.218333333333	53.9883333333333	33.044	127.152	55.025	49.4966666666667	82.424	70.006	125.648571428571	70.292	114.05	135.272	74.382	166.381666666667
F53C11.4	101.73	115.68	230.55	72.863	104.168	171.8525	140.602	123.66	46.8236363636364	88.564	119.88	42.124	96.136	19.2833333333333	9.90166666666667	166.79	80.616	6.51	127.896666666667	33.666	36.222	52.7142857142857	53.71	84.784	130.404	44.452	63.7966666666667
F53C11.5	187.108	137.386	29.964	7.915	86.366	10.4066666666667	91.386	55.132	0.04	38.396	12.9966666666667	125.808	27.22	0.201666666666667	114.25	34.392	107.062	29.2725	6.84333333333333	0.958	18.006	0	145.452	178.82	195.398	58.374	122.231666666667
F53C3.1	0.076	0	0	0	0	0	0	4.666	0	33.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F53C3.11	0	0	77.892	55.404	34.708	37.53	0	50.946	158.021818181818	34.724	52.4066666666667	20.622	117.43	43.5666666666667	0.6	0	1.178	39.66	56.68	0	161.294	74.9742857142857	0	0	0	4.266	0.258333333333333
F53C3.13	121.642	128.882	129.552	141.842	67.396	59.0266666666667	108.252	85.446	50.2881818181818	106.606	30.97	91.51	22.562	5.54166666666667	243.991666666667	127.554	112.148	3.0575	61.945	22.286	14.562	76.6828571428571	119.272	163.02	155.748	155.6	166.611666666667
F53C3.3	0	0	2.216	2.244	6.11	2.61916666666667	0	1.72	12.6372727272727	3.216	4.13833333333333	0.476	1.26	12.2683333333333	0	1.904	0.28	3.29	1.965	1.76	28.644	2.33857142857143	0.118	0	0	0.388	0
F53C3.4	0	0	0	0	0	0	0	0	0	0	0	0	0.826	0	0	0	0	0	0	0	26.336	0	0.058	0	0	0	0
F53C3.5	0	0	0	0	0	0	0	16.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F53E10.1	11.842	24.418	47.974	15.104	45.498	34.6608333333333	44.266	3.364	20.5	41.472	6.21083333333333	22.794	5.902	10.7883333333333	0.125	33.062	40.518	67.26	3.41666666666667	52.01	19.516	0.482857142857143	17.352	26.732	23.568	0	0
F53E10.5	0.422	0	0	0	0	0	2.978	0	4.06454545454545	0	0	0	0	0	0	0	0	0	0	1.642	0	0	0	0	0	0.108	0
F53E10.6	23.706	17.238	9.762	19.436	50.84	15.2016666666667	21.15	43.61	36.86	51.474	16.1858333333333	107.614	32.518	75.9866666666667	485.893333333333	80.376	57.244	0	59.0083333333333	34.506	104.91	6.04714285714286	82.934	41.704	82.994	53.738	20.595
F53E4.1	118.038	73.294	24.688	0.196	21.026	6.94083333333333	120.706	82.744	8.04363636363636	44.48	0.0283333333333333	164.906	0.106	17.525	54.09	135.376	150.79	68.125	44.8133333333333	56.568	0.068	46.41	139.368	128.47	160.692	276.388	73.685
F53F1.2	36.998	54.646	50.854	49.335	70.986	24.1158333333333	64.874	65.572	53.3545454545455	64.65	39.3916666666667	43.49	24.508	87.8216666666667	45.75	68.314	57.576	36.225	34.2716666666667	41.066	22.622	15.7171428571429	50.286	60.532	29.748	33.214	55.2183333333333
F53F1.3	49.032	7.844	0	9.465	8.344	49.5633333333333	61.438	4.124	0.0636363636363636	21.864	19.0708333333333	124.672	0.118	0.763333333333333	91.1516666666667	37.63	36.372	0	0.39	38.072	17.664	35.7371428571429	53.134	62.354	44.342	69.616	6.43666666666667
F53F10.1	0	0	0	0	0	6.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.506	0	0	0	0
F53F10.2	14.65	11.966	4.904	49.556	25.504	31.6716666666667	3.276	9.896	68.2909090909091	4.978	36.7725	0.236	44.592	20.4083333333333	7.74333333333333	33.772	10.782	14.1575	80.58	0	0.12	23.3857142857143	41.738	20.75	18.318	11.486	68.4716666666667
F53F10.3	73.252	88.592	40.738	31.884	95.332	13.4141666666667	98.65	88.986	24.2390909090909	71.848	20.0466666666667	118.064	18.402	46.89	252.121666666667	36.79	151.878	112.55	5.40166666666667	47.942	21.176	37.1814285714286	113.48	144.416	110.082	284.14	81.3166666666667
F53F10.7	0	0	0	8.724	9.122	9.05583333333333	0	0	0	0	0.7225	0	0	0	0	0	0	0	0	0	0	0	0	0.692	0	0	0
F53F10.8	7.854	5.874	0	0	0	0	1.18	0	0.198181818181818	0	0	39.092	0	0	0.508333333333333	0	1.362	0	0	10.358	0	0	28.632	1.428	9.702	10.966	0
F53F4.10	140.828	207.97	188.774	207	242.772	140.793333333333	103.22	198.426	136.519090909091	168.446	183.394166666667	199.81	278.92	257.575	294.415	280.49	163.752	52.5875	528.546666666667	227.938	91.014	156.535714285714	154.072	176.746	167.28	213.18	225.876666666667
F53F4.11	132.616	228.156	248.304	216.776	156.138	180.045	168.118	123.148	200.526363636364	217.694	144.8	325.134	73.808	145.038333333333	90.4866666666667	187.222	195.122	34.64	92.7383333333333	110.38	312.85	227.57	170.718	132.514	170.27	83.704	116.45
F53F4.12	80.68	60.23	66.842	11.003	26.878	0.2325	123.176	28.042	11.85	8.39	0	26.834	0	0	92.7666666666667	4.68	67.514	20.9675	0	10.878	0	24.7214285714286	93.556	74.106	116.716	200.222	44.4866666666667
F53F4.13	0	0	0	0	0	0.140833333333333	0	0	0	0	30.3616666666667	0	0	0.428333333333333	0	0	0	0	0	0	0	46.4328571428571	0	0	0	0	0
F53F4.14	115.994	152.844	218.796	246.317	121.044	155.474166666667	150.746	102.932	113.323636363636	223.8	247.2675	102.952	211.786	108.64	254.216666666667	193.952	135.672	99.9325	96.4466666666667	147.748	76.724	174.537142857143	109.432	118.26	157.448	81	151.898333333333
F53F4.16	33.436	23.504	0	0	0.492	0	11.94	6.9	0	0	74.4983333333333	2.99	0	0.501666666666667	0.468333333333333	23.006	7.974	0	0	0	0.388	0	54.874	40.37	24.052	116.274	69.7783333333333
F53F4.3	150.504	192.914	111.98	74.275	187.736	62.5741666666667	171.222	145.504	112.653636363636	47.96	85.6625	113.334	27.738	63.8166666666667	44.87	150.132	126.694	18.0925	141.941666666667	190.782	4.704	142.151428571429	220.866	260.812	184.544	214.578	187.795
F53F4.4	0.392	0	0	11.189	0.054	0.505	16.116	0.968	0	0	2.95333333333333	0	0	0	0.0316666666666667	0	0	0	0	0	0.056	0	0	1.794	0	0	0
F53F8.3	147.602	192.082	334.118	310.747	260.394	459.710833333333	237.21	323.382	399.277272727273	399.916	399.198333333333	343.84	271.328	460.088333333333	114.175	360.242	164.502	445.345	658.926666666667	137.366	647.204	1125.59	221.502	184.914	193.264	163.112	227.043333333333
F53F8.5	13.05	13.528	0	7.008	6.442	23.7575	19.59	1.276	14.33	11.852	0.16	10.9	3.158	0	0	1.56	4.7	0	0	0	1.848	0	6.884	1.43	0.084	14.424	0
F53F8.6	4.14	0	0	0	0	1.8875	0	0	0	0	0	0.306	0	0	0	0	0	0	0	0	0	0	7.766	0	0	0	0
F53F8.7	0	0	0	2.071	0	19.2858333333333	2.74	20.358	65.9963636363636	0	0.269166666666667	37.54	0	0	0	0	0.794	0	0.41	0	102.782	0	9.234	2.99	0	0	0
F53F8.8	0	0	3.168	0	34.152	0	0	0	0	0	0	0	0	0	0	0	1.94	0	0	0	0	0	0	0	0	0	0
F53G12.17	0	0	0	0	0	0	0	0	0	0	1.76	0	0	0	0	0	0	6.54	0	0	0	0	0	0	0	0	0
F53G12.4	0	0.132	0.188	0	0	0	0	0	0.103636363636364	0	0	0	0	14.89	0	0	0	0	0	0	3.202	0	0	0	0	0	0
F53G12.8	0	0	0	0.276	0	5.16833333333333	0	4.174	0	0	20.7041666666667	0	0	0	0	0	0	0	0	0	0	11.8071428571429	2.012	0	0	0	0
F53G12.9	25.652	0.91	0	0.293	0	0	5.2	0	2.84181818181818	18.524	0	1.156	0	0	0	0	2.23	0	13.1516666666667	0	0	0	7.91	9.986	0	0	0
F53G2.1	2.616	0	1.372	0	0	13.4716666666667	0	0	0.825454545454545	0	0.0241666666666667	0	0	0	0.148333333333333	0	0	4.3625	0	0	0	1.76428571428571	0	0	0	0	0
F53G2.2	0	0	0	0.063	0	4.37083333333333	0	0	0.149090909090909	0.114	20.845	0	46.202	0	0	34.932	0	0	0	0	0	23.67	0	0	0	0	0
F53G2.3	0	0	0	0	0	0	0	0	0	0	6.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F53G2.8	0.322	0	0	2.64	0.28	24.3316666666667	0	0	43.41	0	26.5333333333333	0	15.98	0	0	37.594	0	0	0	0	0.27	0	0	0	0	0	0
F53H1.1	23.274	32.554	39.13	78.789	23.518	65.02	35.624	45.656	39.2463636363636	29.396	24.0675	53.41	24.632	59.9616666666667	24.85	33.684	36.926	11.1125	60.6383333333333	78.886	22.174	58.4771428571429	17.576	44.25	18.124	6.822	8.73333333333333
F53H1.2	0	0	0	0	0	0	0	0	34.3618181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F53H1.3	53.868	41.188	125.738	0	14.058	2.63	39.02	43.538	3.45454545454545	11.676	11.535	77.84	0	0	65.3	0.714	16.008	1.8275	0	60.89	0	0	13.694	35.83	43.15	4.318	26.2016666666667
F53H1.4	10.454	15.964	15.746	29.314	27.296	34.7791666666667	9.532	34.458	37.6009090909091	15.958	31.6808333333333	16.982	27.962	23.3033333333333	3.84333333333333	29.69	12.062	37.305	31.6333333333333	87.402	37.024	37.8328571428571	14.548	15.584	18.154	11.788	3.78666666666667
F53H10.2	0.294	5.518	1.202	0	0	0	0	0.05	0	0	0.441666666666667	0.044	0	0	0	0	10.492	0	0	0	0	0	7.882	7.356	0.106	0.064	0
F53H2.3	1.766	13.45	0.088	51.095	4.94	70.2233333333333	3.46	21.604	53.9481818181818	7.962	73.3683333333333	0.688	1.986	4.02666666666667	0.0583333333333333	30.086	3.024	2.795	36.1166666666667	43.26	0.738	7.82714285714286	4.952	1.222	0.184	0	1.31
F53H2.4	83.894	127.7	97.878	154.051	139.718	192.969166666667	156.296	128.654	248.510909090909	176.21	338.434166666667	211.698	53.35	50.2516666666667	18.8266666666667	197.614	101.268	29.235	244.315	191.57	32.406	129.807142857143	181.296	72.128	98.206	226.502	84.8733333333333
F53H4.3	3.076	0.784	0.716	23.23	0	12.5066666666667	0	5.844	8.19636363636364	13.934	0	0	0	0	0	4.758	0.072	0	0	0	0	0	0.958	0	0	0	0
F53H4.4	76.022	3.538	1.34	0	70.43	0	51.022	0.274	0	99.882	0	43.18	0	0	0	0	0.098	0	0	8.364	0	12.0171428571429	17.562	57.948	42.202	0	0
F53H4.5	0	3.47	0.496	5.353	0	10.9091666666667	0	0	7.04090909090909	1.662	3.19083333333333	0	0	0	0	1.07	3.584	2.105	0	0	0	0	0	0	0	0	0
F53H4.6	1.466	2.356	0	15.567	0	1.27333333333333	1.426	2.43	9.81181818181818	0	0.13	0	0	0	0	0	0	0	0	1.362	0	0	0	0	0	0	0
F53H4.7	0	0	0	0	0	2.97916666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F53H8.3	0	0	10.57	12.282	0.064	28.8416666666667	0	10.662	29.6427272727273	0	31.0058333333333	0	0	0	0.171666666666667	14.84	0	61.5475	188.056666666667	12.158	3.332	14.5685714285714	0	0.062	0	0	0.125
F54A3.2	7.472	7.172	0.24	0.619	6.338	0.8925	0.792	0.19	5.83909090909091	0.166	0	0.07	0	0	0	0.162	0.91	0	0	61.268	0	0.102857142857143	1.618	1.32	4.028	16.886	0
F54A3.5	72.08	148.962	136.538	158.653	205.562	107.750833333333	100.244	131.294	147.246363636364	170.092	146.599166666667	220.386	81.518	130.983333333333	272.268333333333	237.148	106.07	65.6525	271.818333333333	141.214	326.48	229.624285714286	149.884	131.946	104.754	221.576	83.6533333333333
F54A3.6	47.166	24.074	0.12	0.536	0.072	4.90166666666667	29.838	4.614	3.30454545454545	5.62	4.8925	23.38	27.444	0.126666666666667	4.175	12.456	40.392	0	0.125	48.486	0	0	9.976	48.95	31.994	52.418	6.35833333333333
F54A3.8	0	0	0	14.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54B11.10	0	0	1.01	2.34	4.132	12.3116666666667	0	18.454	8.29181818181818	0	5.23166666666667	3.194	0	0	0	50.966	0	0	0	0	0	0	0	0	0	0	0
F54B11.11	0	0	0	22.323	0.386	6.02166666666667	0	0	10.4172727272727	5.632	5.2275	0	0	0	0	0	0	1.01	0.0666666666666667	3.356	2.8	3.95857142857143	0	0	0	0.072	0
F54B11.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51333333333333	14.14	2.968	0	0	0	0	0	0
F54B11.5	29.322	8.462	64.526	16.682	4.606	0.4625	12.932	0	10.8981818181818	0	8.90916666666667	0	0	2.49666666666667	0	16.076	12.086	0	0	0.1	0	0	38.982	78.404	24.53	17.82	16.8583333333333
F54B3.1	24.256	26.526	37.912	24.486	20.762	17.4791666666667	24.076	24.824	26.8227272727273	19.548	15.8183333333333	15.096	37.218	27.6666666666667	1.47	18.898	34.806	27.18	5.99	13.89	13.272	12.5957142857143	18.24	17.444	12.406	9.058	12.0616666666667
F54B3.2	0	0	0	0	0	0	0	0	2.03818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54B8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	7.44142857142857	0	0	0	0	0
F54C1.6	0	0	0	0	0	0	0	0	5.04818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54C4.1	76.946	87.724	51.234	70.397	178.802	96.25	104.49	172.79	209.27	128.27	191.186666666667	132.534	116.066	107.8	67.6983333333333	273.286	99.974	478.1925	65.1983333333333	105.104	39.058	374.112857142857	124.224	163.82	115.47	83.29	194.47
F54C4.4	98.808	138.004	110.806	274.841	358.276	293.955	85.384	250.706	338.558181818182	239.464	377.705833333333	79.42	149.942	264.14	7.62333333333333	372.83	116.034	890.8625	387.93	301.754	532.88	737.63	101.598	159.444	115.198	55.848	160.896666666667
F54C8.10	0	0	0	4.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54C8.4	445.756	435.58	500.19	408.608	452.694	301.405833333333	481.916	507.394	309.950909090909	578.352	350.300833333333	416.328	585.528	391.258333333333	290.225	532.902	469.882	212.17	155.073333333333	437.334	188.078	68.2328571428571	384.85	382.138	368.222	289.108	589.278333333333
F54C8.7	119.874	151.068	259.516	100.643	105.438	97.6341666666667	155.708	154.708	27.4818181818182	56.582	99.9	160.63	35.398	61.5483333333333	82.9616666666667	88.85	78.02	32.285	92.6016666666667	30.052	9.386	64.86	100.406	106.4	99.464	85.314	57.245
F54C8.8	0	0	0	6.468	11.038	1.16666666666667	0	0	3.99	11.848	2.67333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54C9.11	14.438	1.116	0	14.647	0	5.2125	2.712	0.094	4.82	0	18.76	0	0	0	0.381666666666667	0	0.678	21.135	0	0	60.374	69.6628571428571	10.756	0	4.98	0	0.0766666666666667
F54C9.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83	48.585	0	0	0	0	0	0	0	0
F54C9.14	0	0	0	0	0	0	0	0	0	0	0	4.044	0	0	0	0	7.894	0	0	0	0	0	0	0	0	0	0
F54C9.7	0	0	0	0	0	0	0	0	3.87090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54C9.9	85.15	105.338	46.852	22.735	46.614	12.6441666666667	83.24	53.222	24.6272727272727	15.614	20.0633333333333	109.158	0.146	10.4416666666667	1.72	59.816	73.408	35.84	26.3716666666667	41.632	103.196	6.22857142857143	82.894	88.112	152.958	259.12	56.2516666666667
F54D10.3	0	0	0.328	1.359	1.312	0.8975	0.09	0	4.77818181818182	0	1.7875	0	0	0	0	18.612	0	0	0	0	0	0	3.334	0	0	0	0
F54D10.5	92.658	165.202	78.636	1.408	166.84	11.8475	105.848	41.566	0.177272727272727	107.964	2.39416666666667	148.442	0	0	2.45666666666667	28.42	89.838	0	0	76.094	0	0	99.536	66.17	89.836	35.482	28.9216666666667
F54D10.7	108.38	122.984	171.426	16.851	129.626	1.24666666666667	96.754	105.076	0.959090909090909	54.56	5.40166666666667	164.692	20.07	0.793333333333333	0.0783333333333333	1.798	114.692	0.95	0.23	61.524	0	1.90571428571429	135.446	178.784	85.036	0.854	116.126666666667
F54D11.2	17.444	6.696	6.68	2.943	10.94	11.7683333333333	5.626	10.25	11.2936363636364	6.222	10.7616666666667	13.72	2.27	0.96	2.30166666666667	6.41	5.014	259.635	2.60333333333333	3.33	2.698	2.25857142857143	5.92	8.424	6.796	5.864	0
F54D11.3	15.866	0	0	0	0	0	0	0	0	0	0.540833333333333	0	0	0	0.146666666666667	0	12.886	0	0	0	0	0	5.606	1.534	0.086	3.326	0
F54D11.4	36.922	16.766	40.294	8.738	0.16	9.60916666666667	21.49	13.122	11.16	0	6.54666666666667	5.462	0	0	51.26	4.31	29.832	4.9375	0	0	0	2.01285714285714	42.47	29.394	45.19	7.74	3.06166666666667
F54D12.4	171.356	97.146	33.292	17.169	96.042	36.255	218.256	81.786	105.99	29.952	26.1125	287.098	29.546	0	274.265	58.648	91.554	0	0	22.292	0	1.64285714285714	380.604	419.44	215.106	466.906	99.4683333333333
F54D12.8	0	0	1.454	0	0	0	1.68	0	0	0	0	0	11.25	0	0	0	0	0	0	0	0	0	1.21	0	0	0	0
F54D12.t1	0	0	0	0	0	0	0	0	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54D5.11	268.01	237.152	216.58	323.437	233.506	376.623333333333	286.038	294.272	316.198181818182	365.668	154.659166666667	381.488	233.852	215.723333333333	206.441666666667	237.922	204.706	14.8025	120.965	273.852	127.288	133.274285714286	198.766	228.942	176.444	293.506	282.445
F54D5.12	135.612	138.88	73.164	101.902	40.788	41.2875	189.992	30.1	62.1927272727273	172.44	56.7425	86.896	184.794	330.68	101.8	61.774	125.404	12.1225	180.796666666667	168.918	94.212	65.5714285714286	117.578	143.718	130.58	146.05	265.965
F54D5.15	8.63	2.084	0	2.656	0	1.07083333333333	17.598	19.402	8.99454545454545	0	0.890833333333333	0	1.81	46.5316666666667	0.0966666666666667	27.498	3.628	0	0	0	0	0	0.372	0	3.926	0	0.07
F54D5.16	0	0	0	0	0	0	0	0	0.190909090909091	0	0	0	0	0	0	0.346	0	0	0	0	0	26.2642857142857	0	0	0	0	0
F54D5.17	0	0	0	0	0	0.9725	0	9.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54D5.2	107.372	24.888	0.24	1.03	0.476	0.433333333333333	23.73	0.61	0.147272727272727	19.104	0.354166666666667	86.892	0	1.18333333333333	673.173333333333	21.97	137.058	0.8675	0.576666666666667	0.204	1.672	0.0514285714285714	82.098	197.43	247.958	306.542	339.551666666667
F54D5.20	0	0	0	13.284	0	0	0	0	0	0	0.575833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54D5.21	0	0	0	3.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54D5.3	0	0	27.386	0	0	0.0841666666666667	0	0	4.73545454545455	0	0	0	0	0	0	0	0	0.7425	0	0	0	0	0	0	0	0	0
F54D5.5	204.892	170.452	288.038	301.476	203.994	322.4025	130.64	202.086	270.447272727273	250.17	207.596666666667	187.636	115.218	188.55	59.6633333333333	269.398	201.818	243.8975	430.77	177.324	364.394	297.391428571429	162.912	135.53	173.204	183.854	92.4983333333333
F54D5.7	91.384	61.442	74.25	8.287	123.082	0.0741666666666667	26.042	0.044	1.34272727272727	9.704	2.78583333333333	18.28	0	15.7133333333333	52.2266666666667	39.526	75.482	0	27.445	1.486	0	2.02857142857143	49.646	53.186	94.594	60.482	108.541666666667
F54D5.9	256.464	180.452	42.474	5.118	42.966	0	208.782	49.8	0.03	46.972	39.2433333333333	136.658	34.002	107.566666666667	53.3783333333333	119.082	195.828	0	0.106666666666667	37.774	0	1.45571428571429	115.646	215.43	179.18	87.136	104.115
F54D7.2	165.306	230.998	153.534	247.882	148.482	158.683333333333	181.814	154.998	238.441818181818	221.006	111.7675	151.828	162.878	122.326666666667	15.485	139.632	202.69	88.81	50.3883333333333	117.24	35.552	240.202857142857	187.724	124.118	139.056	57.346	96.895
F54D7.6	58.756	91.626	171.784	282.034	196.39	232.964166666667	69.354	132.272	240.692727272727	160.026	200.941666666667	142.05	85.158	433.07	125.016666666667	250.634	90.032	530.79	521.365	295.878	252.622	615.702857142857	117.458	117.5	88.722	302.536	143.438333333333
F54D7.7	149.258	255.768	425.91	510.438	733.396	280.180833333333	291.744	314.424	396.952727272727	407.156	632.37	476.36	1584.486	834.758333333333	1051.06333333333	468.89	237.42	1130.86	1145.49333333333	930.092	734.094	1042.05571428571	291.8	492.488	349.16	1096.09	263.38
F54D8.6	40.708	33.476	40.604	10.295	18.706	14.5883333333333	27.166	11.818	5.55181818181818	3.466	8.70416666666667	20.626	0.456	20.1166666666667	2.18166666666667	35.214	36.836	26.355	8.32166666666667	61.852	0.058	1.19428571428571	32.622	37.426	34.914	23.736	42.2933333333333
F54E12.2	20.008	0.19	0.766	12.101	0.048	15.5641666666667	21.486	0.08	15.3754545454545	0	9.5425	0.082	0.83	51.2516666666667	3.55166666666667	0	15.236	29.055	34.9266666666667	0	0	14.4685714285714	48.554	57.754	68.254	36.926	65.4216666666667
F54E2.1	0.056	0	0	10.431	0.092	15.5858333333333	0	2.652	2.61363636363636	0	0.311666666666667	0	0	0	0	0	0.158	0	0	0	50.252	0	0.384	0	0	0	0
F54E2.5	0	0	0	0.241	0	9.79	0	0	0.362727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54E4.3	0.416	0.056	0	1.497	0	0	11.234	0.042	0	0	0	0	0	0	0	0	6.096	0	0	0	0	0	7.838	4.054	0	0	0
F54E7.10	0	8.236	0	17.014	0	0	0	0	17.9745454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54E7.11	0	0	0	11.81	0	0	0	0	17.7990909090909	0	0	0	0	0	0	0	0	0	6.45166666666667	11.798	0	0	0	0	0	1.112	0
F54E7.6	0	0	0	0	22.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54E7.8	140.182	178.984	85.454	26.017	145.46	82.98	134.186	64.098	52.94	78.87	15.6683333333333	117.988	12.076	125.548333333333	335.116666666667	121.438	180.39	41.1225	0	247.434	86.434	75.3571428571429	115.618	136.702	127.564	102.182	241.611666666667
F54E7.9	30.534	50.016	85.59	38.734	31.436	30.2633333333333	62.38	33.256	22.6818181818182	2.364	39.6408333333333	38.956	0	35.1583333333333	0	9.356	48.934	11.4525	61.95	19.162	42.206	230.494285714286	59.05	19.934	9.49	12.372	54.6066666666667
F54F11.1	0	0	0	2.057	1.418	0	0	0	0	0	0	0	0	0	0	0	4.234	0	0	0	0	0	0.968	0	0.132	0	0
F54F12.2	0	0	3.742	17.153	0	1.59166666666667	0	0	0	0	0	18.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54F2.11	0	0	0	0	0	0	0	0	2.96545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54F2.7	12.59	20.056	19.88	8.39	10.704	2.29	15.782	30.768	4.39272727272727	29.974	2.36083333333333	46.752	0.176	8.68833333333333	319.761666666667	35.348	12.99	0	28.3266666666667	3.956	4.038	2.43857142857143	29.866	12.914	32.442	55.712	10.87
F54F2.9	66.278	51.018	6.592	3.194	18.7	0.03	90.522	5.734	36.6645454545455	1.554	9.22666666666667	79.55	0	26.5283333333333	35.59	33.112	105.886	28.755	4.805	17.428	2.582	1.13857142857143	67.95	92.974	48.14	94.238	25.4833333333333
F54F3.4	0	0	0.376	0	0	0	0	0.66	3.58090909090909	0	0	0	0	0	0.536666666666667	0	0	0.825	0	0	0	0	0.218	0	0	0	0
F54F7.2	0	0	0	0	13.092	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54F7.6	53.922	138.846	164.166	140.646	101.862	70.235	85.858	68.072	67.1390909090909	135.114	185.74	128.384	102.944	10.8116666666667	0.136666666666667	146.784	130.44	10.065	410.528333333333	31.166	277.748	110.957142857143	87.78	65.146	99.03	100.722	1.9
F54G2.1	0.252	7.54	0.374	10.096	0.056	18.5133333333333	0.21	3.494	6.27090909090909	11.144	8.595	0.164	1.78	10.91	0.605	0.072	0.204	120.62	4.14333333333333	13.15	41.534	1.43571428571429	0.186	0.274	0	0	0.116666666666667
F54G2.2	0	0	0	0	0.11	1.98833333333333	0	0	0	0	0	0	13.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54H12.2	0	0	18.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0
