Sequence_Name	WormBase_Gene_ID	Public_Name	Other_Name	cluster_set	RBP_assoc
C17D12.1	WBGene00007637	dhhc-7	CELE_C17D12.1	5	other_RBP
C17D12.14	WBGene00199113	C17D12.14	CELE_C17D12.14	2	NA
C17D12.7	WBGene00007640	pcmd-1	CELE_C17D12.7	3	other_RBP
C17D12.8	WBGene00045375	C17D12.8	CeN113,	4	NA
C17E4.10	WBGene00007647	C17E4.10	CELE_C17E4.10	1	NA
C17E4.11	WBGene00044236	C17E4.11	CELE_C17E4.11	5	NA
C17E4.12	WBGene00044769	C17E4.12	CELE_C17E4.12	2	NA
C17E4.2	WBGene00007642	C17E4.2	CELE_C17E4.2	4	NA
C17E4.3	WBGene00007643	marc-3	CELE_C17E4.3	5	other_RBP
C17E4.4	WBGene00007644	mjl-1	CELE_C17E4.4	5	SPN4
C17E4.6	WBGene00007645	vps-72	CELE_C17E4.6	1	NA
C17E7.12	WBGene00015905	C17E7.12	CELE_C17E7.12	4	NA
C17E7.4	WBGene00015899	C17E7.4	CELE_C17E7.4	3	other_RBP
C17E7.9	WBGene00015903	C17E7.9	CELE_C17E7.9	1	other_RBP
C17F4.2	WBGene00015910	C17F4.2	CELE_C17F4.2	2	other_RBP
C17F4.8	WBGene00015914	C17F4.8	CELE_C17F4.8	2	other_RBP
C17G1.11	WBGene00199365	C17G1.11	CELE_C17G1.11	2	NA
C17G1.13	WBGene00200358	C17G1.13	CELE_C17G1.13	2	NA
C17G1.2	WBGene00007649	C17G1.2	CELE_C17G1.2	2	NA
C17G1.5	WBGene00007652	C17G1.5	CELE_C17G1.5	2	NA
C17G1.7	WBGene00007653	cysl-1	CELE_C17G1.7	2	NA
C17G10.1	WBGene00015915	C17G10.1	CELE_C17G10.1	3	other_RBP
C17G10.2	WBGene00015916	ttc-4	CELE_C17G10.2	5	NA
C17G10.6	WBGene00015918	C17G10.6	CELE_C17G10.6	1	NA
C17G10.7	WBGene00015919	C17G10.7	CELE_C17G10.7	2	NA
C17G10.9	WBGene00015920	eif-3.L	CELE_C17G10.9	1	NA
C17H11.2	WBGene00015922	C17H11.2	CELE_C17H11.2	3	SPN4
C17H11.6	WBGene00015926	C17H11.6	CELE_C17H11.6	3	NA
C17H12.13	WBGene00015938	anat-1	CE37201,	3	NA
C17H12.2	WBGene00015928	C17H12.2	CELE_C17H12.2	5	NA
C17H12.33	WBGene00198975	C17H12.33	CELE_C17H12.33	2	NA
C18A11.t1	WBGene00022938	C18A11.t1	CELE_C18A11.T1	2	NA
C18A3.1	WBGene00015939	damt-1	metl-4,	3	other_RBP
C18A3.10	WBGene00015946	C18A3.10	CELE_C18A3.10	2	NA
C18A3.2	WBGene00015940	zipt-3	CELE_C18A3.2	3	NA
C18A3.3	WBGene00015941	C18A3.3	CELE_C18A3.3	3	NA
C18A3.4	WBGene00015942	osta-2	CELE_C18A3.4	5	NA
C18A3.9	WBGene00015945	lelo-4	CELE_C18A3.9	4	other_RBP
C18B10.6	WBGene00015963	C18B10.6	CELE_C18B10.6	2	other_RBP
C18B12.4	WBGene00007666	C18B12.4	CELE_C18B12.4	3	other_RBP
C18B12.6	WBGene00007668	ergi-2	CELE_C18B12.6	3	NA
C18B2.4	WBGene00015955	C18B2.4	CELE_C18B2.4	3	SPN4
C18B2.5	WBGene00015956	C18B2.5	CELE_C18B2.5	2	NA
C18C4.5	NA	NA	NA	5	NA
C18D1.12	WBGene00196892	C18D1.12	CELE_C18D1.12	2	NA
C18D11.1	WBGene00007679	C18D11.1	CELE_C18D11.1	2	NA
C18D11.3	WBGene00007681	C18D11.3	CELE_C18D11.3	3	SPN4
C18D4.11	WBGene00195060	linc-14	CELE_C18D4.11	2	NA
C18D4.6	WBGene00007675	C18D4.6	CELE_C18D4.6	1	NA
C18D4.8	WBGene00007677	C18D4.8	CELE_C18D4.8	2	NA
C18E3.1	WBGene00015970	C18E3.1	CELE_C18E3.1	2	NA
C18E3.2	WBGene00015971	swsn-2.2	CELE_C18E3.2	4	NA
C18E3.3	WBGene00015972	C18E3.3	CELE_C18E3.3	3	NA
C18E3.4	NA	NA	NA	2	NA
C18E3.5	WBGene00015974	snrp-40.2	CELE_C18E3.5	1	NA
C18E3.9	WBGene00015976	melo-2	CELE_C18E3.9	5	NA
C18E9.10	WBGene00007690	sftd-3	CELE_C18E9.10	3	NA
C18E9.2	WBGene00007683	C18E9.2	CELE_C18E9.2	5	SPN4
C18E9.4	WBGene00007684	ndub-3	CELE_C18E9.4	4	NA
C18E9.5	WBGene00007685	C18E9.5	CELE_C18E9.5	5	NA
C18E9.9	WBGene00007689	C18E9.9	CELE_C18E9.9	2	NA
C18F10.7	WBGene00015978	C18F10.7	CELE_C18F10.7	3	NA
C18F3.10	WBGene00200716	C18F3.10	CELE_C18F3.10	2	NA
C18F3.9	WBGene00200461	C18F3.9	CELE_C18F3.9	2	NA
C18G1.6	WBGene00015984	C18G1.6	CELE_C18G1.6	2	NA
C18G1.9	WBGene00015987	C18G1.9	CELE_C18G1.9	2	NA
C18H2.2	WBGene00015989	C18H2.2	CELE_C18H2.2	5	NA
C18H2.3	WBGene00015990	C18H2.3	CELE_C18H2.3	2	NA
C18H9.3	WBGene00016002	gyf-1	CELE_C18H9.3	2	NA
C18H9.5	WBGene00016003	C18H9.5	CELE_C18H9.5	2	NA
C23F12.4	WBGene00016009	C23F12.4	CELE_C23F12.4	1	NA
C23G10.1	WBGene00016010	C23G10.1	CELE_C23G10.1	2	NA
C23G10.11	WBGene00016017	C23G10.11	CELE_C23G10.11	2	NA
C23G10.2	WBGene00016011	C23G10.2	CELE_C23G10.2	4	NA
C23G10.5	WBGene00016012	C23G10.5	CELE_C23G10.5	2	NA
C23G10.7	WBGene00016014	C23G10.7	CELE_C23G10.7	3	SPN4
C23G10.8	WBGene00016015	sna-3	CELE_C23G10.8	1	NA
C23H3.2	WBGene00016018	C23H3.2	CELE_C23H3.2	2	NA
C23H3.3	WBGene00016019	ascc-1	CELE_C23H3.3	1	NA
C23H3.5	WBGene00016021	C23H3.5	CELE_C23H3.5	5	NA
C23H3.9	WBGene00016022	C23H3.9	CELE_C23H3.9	2	NA
C23H4.4	WBGene00007693	cest-7	CELE_C23H4.4	2	NA
C23H4.6	WBGene00007694	C23H4.6	CELE_C23H4.6	1	NA
C23H5.12	WBGene00077523	C23H5.12	CELE_C23H5.12	2	NA
C24A1.2	WBGene00016029	elf-1	W02B3.g,	2	other_RBP
C24A11.1	WBGene00016040	C24A11.1	CELE_C24A11.1	2	NA
C24A3.2	WBGene00016033	C24A3.2	CELE_C24A3.2	2	NA
C24B5.1	WBGene00016044	sphr-1	CELE_C24B5.1	2	other_RBP
C24B5.4	WBGene00016046	C24B5.4	CELE_C24B5.4	2	NA
C24D10.1	WBGene00016053	ptp-5.1	CELE_C24D10.1	2	NA
C24D10.2	WBGene00016054	C24D10.2	CELE_C24D10.2	2	NA
C24D10.4	WBGene00016055	C24D10.4	CELE_C24D10.4	3	other_RBP
C24D10.5	WBGene00016056	C24D10.5	CELE_C24D10.5	3	NA
C24D10.6	WBGene00016057	C24D10.6	CELE_C24D10.6	3	NA
C24F3.2	WBGene00007697	C24F3.2	CELE_C24F3.2	5	other_RBP
C24F3.7	WBGene00202030	C24F3.7	CELE_C24F3.7	2	NA
C24G6.2	WBGene00016059	hir-1	CELE_C24G6.2	2	NA
C24G6.8	WBGene00016062	C24G6.8	CELE_C24G6.8	4	NA
C24H10.1	WBGene00016067	clc-7	CELE_C24H10.1	2	NA
C24H10.2	WBGene00016068	C24H10.2	CELE_C24H10.2	5	NA
C24H10.3	WBGene00016069	C24H10.3	CELE_C24H10.3	2	NA
C24H10.4	WBGene00016070	C24H10.4	CELE_C24H10.4	2	NA
C24H11.10	WBGene00195922	C24H11.10	CELE_C24H11.10	2	NA
C24H11.5	WBGene00007702	C24H11.5	CELE_C24H11.5	2	NA
C24H12.1	WBGene00016071	C24H12.1	CELE_C24H12.1	1	other_RBP
C24H12.11	WBGene00016080	C24H12.11	CELE_C24H12.11	2	NA
C24H12.2	WBGene00016072	C24H12.2	CELE_C24H12.2	2	NA
C24H12.3	WBGene00023244	C24H12.3	CELE_C24H12.3	1	NA
C24H12.4	WBGene00016073	C24H12.4	CELE_C24H12.4	1	NA
C24H12.5	WBGene00016074	dnsn-1	CELE_C24H12.5	4	NA
C24H12.6	WBGene00016075	C24H12.6	CELE_C24H12.6	2	NA
C24H12.7	WBGene00016076	C24H12.7	CELE_C24H12.7	4	other_RBP
C24H12.8	WBGene00016077	C24H12.8	CELE_C24H12.8	2	NA
C24H12.9	WBGene00016078	C24H12.9	CELE_C24H12.9	1	NA
C25A1.1	WBGene00007705	C25A1.1	CELE_C25A1.1	4	SPN4
C25A1.12	WBGene00007711	lid-1	CELE_C25A1.12	3	NA
C25A1.13	WBGene00007712	mrpl-34	CELE_C25A1.13	3	NA
C25A1.16	WBGene00077526	C25A1.16	CELE_C25A1.16	4	NA
C25A1.18	WBGene00199495	C25A1.18	CELE_C25A1.18	2	NA
C25A1.4	WBGene00045383	sup-46	CELE_C25A1.4	4	NA
C25A1.5	WBGene00007707	fath-1	CELE_C25A1.5	3	NA
C25A11.2	WBGene00016087	C25A11.2	CELE_C25A11.2	3	NA
C25A8.1	WBGene00016082	C25A8.1	CELE_C25A8.1	2	NA
C25B8.8	WBGene00044297	C25B8.8	CELE_C25B8.8	2	NA
C25D7.10	WBGene00007720	C25D7.10	CELE_C25D7.10	2	SPN4
C25D7.15	WBGene00007722	C25D7.15	CELE_C25D7.15	2	NA
C25D7.16	WBGene00050940	C25D7.16	CELE_C25D7.16	2	NA
C25D7.5	WBGene00007717	C25D7.5	CELE_C25D7.5	2	NA
C25E10.8	WBGene00016097	C25E10.8	CELE_C25E10.8	2	NA
C25F6.1	WBGene00016102	C25F6.1	CELE_C25F6.1	5	NA
C25F6.17	WBGene00198304	C25F6.17	CELE_C25F6.17	2	NA
C25F6.23	WBGene00200825	C25F6.23	CELE_C25F6.23	2	NA
C25F6.7	WBGene00016106	itm-2	CELE_C25F6.7	2	NA
C25F9.t3	WBGene00014684	C25F9.t3	CELE_C25F9.T3	2	NA
C25G4.10	WBGene00007736	igdb-2	CELE_C25G4.10	1	NA
C25G4.2	WBGene00007730	C25G4.2	CELE_C25G4.2	4	NA
C25G4.3	WBGene00007731	C25G4.3	CELE_C25G4.3	5	NA
C25G4.6	WBGene00007733	smz-1	CELE_C25G4.6	2	NA
C25G4.7	WBGene00007734	C25G4.7	CELE_C25G4.7	2	NA
C25G6.4	WBGene00016109	C25G6.4	CELE_C25G6.4	1	NA
C25H3.10	WBGene00016119	C25H3.10	CELE_C25H3.10	2	NA
C25H3.12	WBGene00016121	ift-43	CELE_C25H3.12	4	NA
C25H3.14	WBGene00016123	C25H3.14	CELE_C25H3.14	3	NA
C25H3.16	WBGene00044392	C25H3.16	CELE_C25H3.16	2	NA
C25H3.17	WBGene00194642	C25H3.17	CELE_C25H3.17	2	NA
C25H3.18	WBGene00194836	C25H3.18	CELE_C25H3.18	2	NA
C25H3.20	WBGene00201757	C25H3.20	CELE_C25H3.20	2	NA
C25H3.3	WBGene00016112	C25H3.3	CELE_C25H3.3	1	NA
C25H3.4	WBGene00016113	eif-2D	CELE_C25H3.4	3	NA
C25H3.7	WBGene00016116	C25H3.7	CELE_C25H3.7	1	NA
C25H3.8	NA	NA	NA	3	NA
C25H3.9	WBGene00016118	ndub-5	CELE_C25H3.9	4	NA
C26B2.2	WBGene00016125	C26B2.2	CELE_C26B2.2	2	NA
C26B2.7	WBGene00016129	C26B2.7	CELE_C26B2.7	3	other_RBP
C26B2.8	WBGene00016130	C26B2.8	CELE_C26B2.8	2	NA
C26B9.1	WBGene00016131	C26B9.1	CELE_C26B9.1	4	NA
C26B9.3	WBGene00016133	C26B9.3	CELE_C26B9.3	2	NA
C26B9.6	WBGene00016135	C26B9.6	CELE_C26B9.6	2	NA
C26C6.10	WBGene00077553	C26C6.10	CELE_C26C6.10	2	NA
C26C6.6	WBGene00007740	C26C6.6	CELE_C26C6.6	2	NA
C26C6.8	WBGene00007742	C26C6.8	CELE_C26C6.8	2	NA
C26C6.9	WBGene00007743	C26C6.9	CELE_C26C6.9	2	NA
C26D10.3	WBGene00007744	C26D10.3	CELE_C26D10.3	2	NA
C26E6.12	WBGene00016145	C26E6.12	CELE_C26E6.12	3	NA
C26E6.3	WBGene00016139	ntl-9	CELE_C26E6.3	5	NA
C26E6.6	WBGene00016142	mrps-18C	mrpl-18C,	5	NA
C26F1.1	WBGene00016146	C26F1.1	CELE_C26F1.1	2	NA
C26F1.3	WBGene00016148	C26F1.3	5I259,	2	NA
C26F1.6	WBGene00016149	frpr-3	CELE_C26F1.6	2	NA
